Actual Estimated
0.8818138837814331 0.9163517858055188
0.8715074062347412 0.8993685298713505
0.8533442616462708 0.8864385326211648
0.8488321304321289 0.8852898881298399
0.9348820447921753 0.9542217143164031
0.8828900456428528 0.9056450625993641
0.9299451112747192 0.9328347363803774
0.9145157933235168 0.9223239361736143
0.9173779487609863 0.9653778641301278
0.941899299621582 0.9590752650315715
0.8532740473747253 0.8692290027700361
0.9246105551719666 0.9596149494475303
0.9469121098518372 0.9725760959493466
0.8911371827125549 0.9075377021094587
0.8727121353149414 0.9243095771043202
0.9104287028312683 0.9450707380133402
0.9362768530845642 0.9361619567313554
0.8966649174690247 0.9364233027554361
0.8672180771827698 0.8744039859394016
0.83745938539505 0.8800021100955201
0.8900861144065857 0.9209121220110041
0.8458136916160583 0.8652404774001458
0.8289151191711426 0.8572458197892285
0.8457850813865662 0.8526584617824728
0.7948219180107117 0.8323317804590321
0.8672959208488464 0.8993005100301698
0.9241694211959839 0.9659319350587181
0.9310836791992188 0.943484331267048
0.9053592681884766 0.9160939241411821
0.91182541847229 0.9500829453291194
0.9097678661346436 0.9541745385394169
0.8749077320098877 0.8867888039519775
0.8708860278129578 0.9037115746158474
0.8840020298957825 0.9168485892891924
0.9067505598068237 0.919329964766104
0.838665246963501 0.8453825532093348
0.9036771655082703 0.9175664235431599
0.8914777636528015 0.9164307672642362
0.9212455153465271 0.9243703262613334
0.9132952094078064 0.9368884297507206
0.8066338300704956 0.8360422988195868
0.9201652407646179 0.9330442109618449
0.8929412961006165 0.9591236303036098
0.8942577838897705 0.885712766441106
0.9028440713882446 0.9422704841244413
0.9013417959213257 0.9286926622163463
0.8629286289215088 0.8912546535814077
0.9270533323287964 0.9453452558333314
0.8737878799438477 0.8814352601324901
0.9055963158607483 0.9729097246201108
0.8899361491203308 0.9012929466278617
0.8456271290779114 0.8954791886608529
0.9206148386001587 0.9442022337972411
0.8812460899353027 0.9098341209031796
0.8818181753158569 0.9105743244260042
0.9149933457374573 0.9007122001845971
0.879565417766571 0.922807280118507
0.8756019473075867 0.925829748376486
0.8745638728141785 0.8921463500559927
0.8460641503334045 0.8259524039773682
0.886216402053833 0.945102101097065
0.8545287847518921 0.872610385790965
0.9269305467605591 0.9457845903401829
0.8846561312675476 0.9487577920987947
0.9337642788887024 0.9388049037958947
0.7947043180465698 0.7935038403072922
0.8880913257598877 0.8945350600797786
0.8544894456863403 0.9055665038769846
0.9307509660720825 0.9611447993624885
0.8996323943138123 0.9252727975023142
0.9145474433898926 0.975040513703996
0.8713172078132629 0.8763130423754241
0.8703905344009399 0.8907238723661708
0.9216585755348206 0.9332204033302591
0.8924745321273804 0.9333869937115489
0.9046838879585266 0.931395317490568
0.8508186340332031 0.8776117102879862
0.9036298990249634 0.947396504225505
0.8750706911087036 0.8853730790214499
0.8657703995704651 0.9010076674909981
0.8851619958877563 0.9053561080636156
0.9001969695091248 0.9392834311401719
0.8930178880691528 0.9264475944241791
0.9099314212799072 0.9577927538302211
0.8988292813301086 0.9023887406349053
0.9350665807723999 0.9563832342504807
0.9162558317184448 0.9618919048908612
0.9413456916809082 0.9534441451125323
0.7923288941383362 0.8322578417281097
0.9145922064781189 0.9351417676790096
0.9120853543281555 0.9307291615268074
0.8752878904342651 0.9024264726113385
0.9434279203414917 0.9629644560975292
0.8552407026290894 0.8630140478813331
0.8661425709724426 0.8949859206189705
0.9270423650741577 0.9287519922054244
0.9081226587295532 0.9110001652911969
0.9246453046798706 0.9612942632016391
0.8392083048820496 0.8845400763231398
0.846078097820282 0.8580028201169483
