Actual Estimated
0.9146943688392639 0.917430130051786
0.9374856948852539 0.9511714719911601
0.8625503182411194 0.8628609205834984
0.8681087493896484 0.8674512473299834
0.9291632771492004 0.9405365077485767
0.931037962436676 0.940128561963901
0.9334454536437988 0.9562939175395974
0.8883575201034546 0.890028825667302
0.9133835434913635 0.9327702643010444
0.8608983755111694 0.8785819804291661
0.912081778049469 0.917542987728571
0.9167219400405884 0.9396355369051488
0.9010752439498901 0.8837416963670617
0.8148237466812134 0.8214879368297107
0.8211012482643127 0.8255324467312637
0.8913464546203613 0.8925936004024899
0.8784891366958618 0.9168785864683061
0.8671728372573853 0.866008333959245
0.8862448334693909 0.9016066588317543
0.8017357587814331 0.7715083712810387
0.818378746509552 0.8491550349660976
0.848410964012146 0.8388172855598762
0.8581158518791199 0.8439300512512183
0.9095689058303833 0.9159779935035143
0.8747851848602295 0.8566912898894288
0.8403561115264893 0.8370195165573076
0.9230735898017883 0.9491093037567504
0.8780295252799988 0.8906273556439597
0.888302206993103 0.8885998008570389
0.9300015568733215 0.9509591498279157
0.8607216477394104 0.877046651551972
0.9177383780479431 0.9241932313194525
0.8616463541984558 0.8814014549250745
0.7877822518348694 0.7798565431168092
0.9377642869949341 0.9406767382260048
0.9091829061508179 0.9223004623129668
0.8471027612686157 0.8644164702126937
0.8131828904151917 0.8559266149481299
0.8945941925048828 0.8694376500108048
0.88873690366745 0.8913032266790315
0.9375039935112 0.9629697341285246
0.8729429841041565 0.8869558527392198
0.9233360290527344 0.9403661563336317
0.8648760914802551 0.8633957456328005
0.8427063226699829 0.8492995692948847
0.9179616570472717 0.9311401263858755
0.8910501003265381 0.888688559852486
0.844923198223114 0.8627830854612855
0.8974005579948425 0.8933354287384428
0.9144449830055237 0.9157839343491654
0.9177533388137817 0.9329016173714202
0.8928079605102539 0.9117704340812385
0.8303940892219543 0.8354938893793802
0.9311525821685791 0.9451582789158038
0.8548111915588379 0.8725979161998353
0.9249215126037598 0.9261703207040055
0.9225910902023315 0.9296030439743429
0.8447831869125366 0.8621815547194693
0.9324208498001099 0.9323353058541869
0.8797200918197632 0.8936956463663666
0.8404710292816162 0.8609297606999388
0.9020052552223206 0.9036732322210149
0.842904269695282 0.826681167827474
0.855309009552002 0.8806359490282579
0.9012135863304138 0.9344137663425052
0.9049908518791199 0.9163684346532242
0.8793779611587524 0.8813485846424284
0.8982046842575073 0.8882919960792826
0.8723810315132141 0.8695278422384938
0.9217690825462341 0.9406473341597368
0.897646963596344 0.9000595907323861
0.9335370063781738 0.9516094174071847
0.896373450756073 0.8906935026773855
0.8594064712524414 0.86495206978387
0.9090878367424011 0.8962031940979175
0.9208506941795349 0.9560688250772588
0.9054651856422424 0.9112625451271544
0.8859838843345642 0.8712197543064428
0.8859807252883911 0.9154781501589616
0.8378522396087646 0.8640168506243263
0.9312286972999573 0.9397696293799387
0.9039703011512756 0.9066223104895854
0.861473798751831 0.8938779285207332
0.9001314043998718 0.9104770826546996
0.8927298188209534 0.9047871536146646
0.9130837321281433 0.9269576840653333
0.8450038433074951 0.8385065675000469
0.7582683563232422 0.7693442667896544
0.8945227265357971 0.8857711545903794
0.9465174078941345 0.9416877043856833
0.9080168008804321 0.914410513316717
0.9165870547294617 0.9304422835883702
0.8664296865463257 0.8866595279284715
0.8936613202095032 0.8906683898268849
0.8546391129493713 0.8487738262817072
0.9097703099250793 0.9190142499101629
0.9255129098892212 0.9504289245286628
0.9016022086143494 0.8884602181774082
0.8799344301223755 0.8953856579028787
0.7870133519172668 0.772874668728482
