Actual Estimated
0.9411913156509399 0.94954842648473
0.9030712246894836 0.909694473109198
0.9337152242660522 0.9254575190961386
0.9155037999153137 0.9209983247939488
0.8819262385368347 0.9174230667038987
0.9084128737449646 0.9209638557508194
0.9163607954978943 0.9130831897369062
0.9178259968757629 0.9388996283820186
0.9186081290245056 0.9431888024718551
0.9390197396278381 0.9419418735827507
0.8930159211158752 0.9271786869391017
0.9409405589103699 0.9335523419040905
0.952396035194397 0.9705199325651004
0.8441203236579895 0.8759051817058416
0.9460421800613403 0.9563625535344601
0.9242254495620728 0.9462416766257615
0.879525363445282 0.9002640326316493
0.8334158062934875 0.8630338896827926
0.8696241974830627 0.8953646298374756
0.9403706192970276 0.9681168778590269
0.8575931787490845 0.8903182494500529
0.8998119235038757 0.9425676512715834
0.8942375779151917 0.9420076450158892
0.9503272771835327 0.966663926691329
0.9280796647071838 0.96628656564943
0.907772958278656 0.9262211740567343
0.8570072650909424 0.8527006797595712
0.9158100485801697 0.9550740372908478
0.7704681754112244 0.7869491009068443
0.9161336421966553 0.9740338106221103
0.8632072806358337 0.8712299156661023
0.9134352207183838 0.9248957318116036
0.9066786170005798 0.9329406246324258
0.8733423948287964 0.9110734912712655
0.859139621257782 0.884574484599904
0.8648614287376404 0.9306214108398472
0.8984447717666626 0.9131966582917072
0.8749873638153076 0.9214581042348927
0.8832681775093079 0.9192339594429793
0.9352123141288757 0.9643487664721672
0.8663174510002136 0.8940669422068641
0.8389084935188293 0.8737789775296498
0.9085420966148376 0.9419055346777352
0.9250106811523438 0.9365704462884461
0.924624502658844 0.9237713309190058
0.921734631061554 0.9273657967438927
0.9028943777084351 0.9576063209092454
0.8429570198059082 0.8530210649659873
0.8366895318031311 0.8839547845549103
0.8892568945884705 0.8994157864086472
0.9512898325920105 0.9469649954294971
0.9146631360054016 0.943816960454878
0.9535894393920898 0.9773879567360929
0.9058525562286377 0.9520289216701497
0.9212424755096436 0.9660232985865973
0.8835379481315613 0.9369913341817215
0.9071516990661621 0.8967982032901908
0.9367760419845581 0.9507233464110987
0.9101022481918335 0.891352221890207
0.88044673204422 0.9085222812232636
0.8458663821220398 0.841953163179207
0.9214626550674438 0.9450129280739142
0.8627690672874451 0.9221746781775856
0.9053176045417786 0.9206541398091476
0.954359233379364 0.9774865143895306
0.8417423367500305 0.8689426170328673
0.8907582759857178 0.9215730626573541
0.9154247641563416 0.94079331430962
0.8566610217094421 0.8691536737967125
0.8526033759117126 0.879275597925765
0.9170190691947937 0.9330751451814912
0.8834040760993958 0.9134430480463533
0.9172348380088806 0.9580710897141419
0.7971981167793274 0.823400646314508
0.8503243923187256 0.8596902762595213
0.9380609393119812 0.9564421717004933
0.9293800592422485 0.9175533496651852
0.9036622047424316 0.9385673517493895
0.9241663813591003 0.9338965318730958
0.9423944354057312 0.956001327117827
0.9061292409896851 0.9284537519512446
0.8752946257591248 0.8874104376381131
0.8966911435127258 0.9179398432403085
0.9316877126693726 0.940851282308339
0.7675893902778625 0.8013822077153405
0.8642163872718811 0.8488515625750578
0.8917350172996521 0.8789550627468771
0.9220048189163208 0.9219656018186789
0.9198424220085144 0.9348540204434409
0.862360417842865 0.8974287369406928
0.8914821743965149 0.9154120098319807
0.89494788646698 0.8919438358310142
0.851416826248169 0.8672875144889846
0.8976646065711975 0.9225334426511169
0.9358119368553162 0.9651434177442149
0.8975756764411926 0.9130814194342987
0.8932645320892334 0.9145446646481987
0.9066802263259888 0.9339619897046669
0.89119952917099 0.9199280565227219
0.8438863158226013 0.8542360374425169
